POPID,RECOVERYDOMAIN,ESU_DPS,MAJORPOPGROUP,POPULATIONNAME,ESAPOPNAME,NMFS_POPID,NMFS_POPULATION,NMFS_POPCODE,NMFS_SPECIES,NMFS_COMMON_SPECIES,NMFS_RUN,POPSTATUS,NMFS_TYPE,LISTING_STATUS,DEFINEDBY,BPA_PRIORITY,SPECIES,RUN,FCRPS_SECTION,FCRPS_SECTIONTITLE,INCAX,RTID,CONTACTAGENCY,RECORDNOTE,DATASETVERSION,UPDDATE,SNLOADDATE,LASTUPDATED,LASTMODIFIEDON
309,Willamette/Lower Columbia,Steelhead (Lower Columbia River DPS),Cascade winter,Washougal River - winter Steelhead,Steelhead (Lower Columbia River DPS) Washougal River - winter,246,Washougal River,STLCRwiWSH,Oncorhynchus mykiss,Steelhead,winter,Extant,Independent,Threatened,NMFS,3,Steelhead,Winter,8.12        ,8.12 Lower Columbia River Steelhead,1,30616020215,,,2020/08/11 10:00,2015/04/20 04:20:00,,,2019/02/07 01:29:00
310,Willamette/Lower Columbia,Steelhead (Lower Columbia River DPS),Gorge summer,Hood River - summer Steelhead,Steelhead (Lower Columbia River DPS) Hood River - summer,230,Hood River,STLCRsuHOO,Oncorhynchus mykiss,Steelhead,summer,Extant,Independent,Threatened,NMFS,3,Steelhead,Summer,8.12        ,8.12 Lower Columbia River Steelhead,1,30616010327,,,2020/08/11 10:00,2015/04/20 04:20:00,,,2019/02/07 01:29:00
311,Willamette/Lower Columbia,Steelhead (Lower Columbia River DPS),Gorge winter,Hood River - winter Steelhead,Steelhead (Lower Columbia River DPS) Hood River - winter,231,Hood River,STLCRwiHOO,Oncorhynchus mykiss,Steelhead,winter,Extant,Independent,Threatened,NMFS,3,Steelhead,Winter,8.12        ,8.12 Lower Columbia River Steelhead,1,30616020327,,,2020/08/11 10:00,2015/04/20 04:20:00,,,2019/02/07 01:29:00
312,Willamette/Lower Columbia,Steelhead (Lower Columbia River DPS),Gorge winter,Lower Gorge Tributaries - winter Steelhead,Steelhead (Lower Columbia River DPS) Lower Gorge Tributaries - winter,235,Lower Gorge Tributaries,STLCRwiLGT,Oncorhynchus mykiss,Steelhead,winter,Extant,Independent,Threatened,NMFS,3,Steelhead,Winter,8.12        ,8.12 Lower Columbia River Steelhead,1,30616020024,,,2020/08/11 10:00,2015/04/20 04:20:00,,,2019/02/07 01:29:00
313,Willamette/Lower Columbia,Steelhead (Lower Columbia River DPS),Gorge winter,Upper Gorge Tributaries - winter Steelhead,Steelhead (Lower Columbia River DPS) Upper Gorge Tributaries - winter,244,Upper Gorge Tributaries,STLCRwiUGT,Oncorhynchus mykiss,Steelhead,winter,Extant,Independent,Threatened,NMFS,3,Steelhead,Winter,8.12        ,8.12 Lower Columbia River Steelhead,1,30616020026,,,2020/08/11 10:00,2015/04/20 04:20:00,,,2019/02/07 01:29:00
314,Willamette/Lower Columbia,Steelhead (Lower Columbia River DPS),Gorge summer,Wind River - summer Steelhead,Steelhead (Lower Columbia River DPS) Wind River - summer,247,Wind River,STLCRsuWND,Oncorhynchus mykiss,Steelhead,summer,Extant,Independent,Threatened,NMFS,2,Steelhead,Summer,8.12        ,8.12 Lower Columbia River Steelhead,1,30616010218,,,2020/08/11 10:00,2015/04/20 04:20:00,,,2019/02/07 01:29:00
315,Willamette/Lower Columbia,Steelhead (Lower Columbia River DPS),Cascade winter,Clackamas River - winter Steelhead,Steelhead (Lower Columbia River DPS) Clackamas River - winter,226,Clackamas River,STLCRwiCLK,Oncorhynchus mykiss,Steelhead,winter,Extant,Independent,Threatened,NMFS,3,Steelhead,Winter,8.12        ,8.12 Lower Columbia River Steelhead,1,30616020322,,MPG Name changed 20151203 by Monica Diaz,2020/08/11 10:00,2015/04/20 04:20:00,,,2019/02/07 01:29:00
316,Willamette/Lower Columbia,Steelhead (Upper Willamette River DPS),Willamette,Calapooia River - winter Steelhead,Steelhead (Upper Willamette River DPS) Calapooia River - winter,332,Calapooia River,STUWRwiCLP,Oncorhynchus mykiss,Steelhead,winter,Extant,Independent,Threatened,NMFS,3,Steelhead,Winter,8.14        ,8.14 Upper Willamette River Steelhead,1,30621020305,,,2020/08/11 10:00,2015/04/20 04:20:00,,,2019/02/07 01:29:00
317,Willamette/Lower Columbia,Steelhead (Upper Willamette River DPS),Willamette,Molalla River - winter Steelhead,Steelhead (Upper Willamette River DPS) Molalla River - winter,333,Molalla River,STUWRwiMOL,Oncorhynchus mykiss,Steelhead,winter,Extant,Independent,Threatened,NMFS,3,Steelhead,Winter,8.14        ,8.14 Upper Willamette River Steelhead,1,30621020302,,,2020/08/11 10:00,2015/04/20 04:20:00,,,2019/02/07 01:29:00
318,Willamette/Lower Columbia,Steelhead (Upper Willamette River DPS),Willamette,North Santiam River - winter Steelhead,Steelhead (Upper Willamette River DPS) North Santiam River - winter,334,North Santiam River,STUWRwiNST,Oncorhynchus mykiss,Steelhead,winter,Extant,Independent,Threatened,NMFS,3,Steelhead,Winter,8.14        ,8.14 Upper Willamette River Steelhead,1,30621020303,,,2020/08/11 10:00,2015/04/20 04:20:00,,,2019/02/07 01:29:00
319,Willamette/Lower Columbia,Steelhead (Upper Willamette River DPS),Willamette,South Santiam River - winter Steelhead,Steelhead (Upper Willamette River DPS) South Santiam River - winter,335,South Santiam River,STUWRwiSST,Oncorhynchus mykiss,Steelhead,winter,Extant,Independent,Threatened,NMFS,3,Steelhead,Winter,8.14        ,8.14 Upper Willamette River Steelhead,1,30621020304,,,2020/08/11 10:00,2015/04/20 04:20:00,,,2019/02/07 01:29:00
324,Puget Sound,Steelhead (Puget Sound DPS),Northern Cascades,Pilchuck River - winter Steelhead,Steelhead (Puget Sound DPS) Pilchuck River - winter,283,Pilchuck River,STPUGwiPLC,Oncorhynchus mykiss,Steelhead,winter,Extant,Independent,Threatened,NMFS,3,Steelhead,Winter,,,1,30601020210,,,2020/08/11 10:00,2015/04/20 04:20:00,,,2019/02/07 01:29:00
325,Puget Sound,Steelhead (Puget Sound DPS),Northern Cascades,Snoqualmie River - winter Steelhead,Steelhead (Puget Sound DPS) Snoqualmie River - winter,291,Snoqualmie River,STPUGwiSNQ,Oncorhynchus mykiss,Steelhead,winter,Extant,Independent,Threatened,NMFS,3,Steelhead,Winter,,,1,30601020211,,,2020/08/11 10:00,2015/04/20 04:20:00,,,2019/02/07 01:29:00
326,Puget Sound,Steelhead (Puget Sound DPS),Hood Canal and Strait of Juan de Fuca,Strait of Juan de Fuca Tributaries - winter Steelhead,Steelhead (Puget Sound DPS) Strait of Juan de Fuca Tributaries - winter,295,Strait of Juan de Fuca Tributaries,STPUGwiSJF,Oncorhynchus mykiss,Steelhead,winter,Extant,Independent,Threatened,NMFS,3,Steelhead,Winter,,,1,30601020229,,Population Name Changed 20150420,2020/08/11 10:00,2015/04/20 04:20:00,,,2019/02/07 01:29:00
329,Puget Sound,Steelhead (Puget Sound DPS),Northern Cascades,Tolt River - summer Steelhead,Steelhead (Puget Sound DPS) Tolt River - summer,297,Tolt River,STPUGsuTLT,Oncorhynchus mykiss,Steelhead,summer,Extant,Independent,Threatened,NMFS,3,Steelhead,Summer,,,1,30601010205,,,2020/08/11 10:00,2015/04/20 04:20:00,,,2019/02/07 01:29:00
332,Puget Sound,Steelhead (Puget Sound DPS),Central and South Puget Sound,Cedar River - winter Steelhead,Steelhead (Puget Sound DPS) Cedar River - winter,270,Cedar River,STPUGwiCDR,Oncorhynchus mykiss,Steelhead,winter,Extant,Independent,Threatened,NMFS,3,Steelhead,Winter,,,1,30601020215,,MPG Name changed 20151203 by Monica Diaz,2020/08/11 10:00,2015/04/20 04:20:00,,,2019/02/07 01:29:00
338,Puget Sound,Steelhead (Puget Sound DPS),Central and South Puget Sound,North Lake Washington and Lake Sammamish - winter Steelhead,Steelhead (Puget Sound DPS) North Lake Washington and Lake Sammamish - winter,282,North Lake Washington and Lake Sammamish,STPUGwiNLW,Oncorhynchus mykiss,Steelhead,winter,Extant,Independent,Threatened,NMFS,3,Steelhead,Winter,,,1,30601020213,,Population Name Changed 20150420,2020/08/11 10:00,2015/04/20 04:20:00,,,2019/02/07 01:29:00
340,Puget Sound,Steelhead (Puget Sound DPS),Hood Canal and Strait of Juan de Fuca,Sequim/Discovery Bays Tributaries - winter Steelhead,Steelhead (Puget Sound DPS) Sequim/Discovery Bays Tributaries - winter,287,Sequim/Discovery Bays Tributaries,STPUGwiSDT,Oncorhynchus mykiss,Steelhead,winter,Extant,Independent,Threatened,NMFS,3,Steelhead,Winter,,,1,30601020226,,Population Name Changed 20150420,2020/08/11 10:00,2015/04/20 04:20:00,,,2019/02/07 01:29:00
341,Puget Sound,Steelhead (Puget Sound DPS),Northern Cascades,Snohomish/Skykomish Rivers - winter Steelhead,Steelhead (Puget Sound DPS) Snohomish/Skykomish Rivers - winter,290,Snohomish/Skykomish Rivers,STPUGwiSKY,Oncorhynchus mykiss,Steelhead,winter,Extant,Independent,Threatened,NMFS,3,Steelhead,Winter,,,1,30601020212,,,2020/08/11 10:00,2015/04/20 04:20:00,,,2019/02/07 01:29:00
343,Puget Sound,Steelhead (Puget Sound DPS),Hood Canal and Strait of Juan de Fuca,South Hood Canal Tributaries - winter Steelhead,Steelhead (Puget Sound DPS) South Hood Canal Tributaries - winter,293,South Hood Canal Tributaries,STPUGwiSHC,Oncorhynchus mykiss,Steelhead,winter,Extant,Independent,Threatened,NMFS,3,Steelhead,Winter,,,1,30601020223,,Population Name Changed 20150420,2020/08/11 10:00,2015/04/20 04:20:00,,,2019/02/07 01:29:00
344,Willamette/Lower Columbia,"Salmon, chum (Columbia River ESU)",Cascade,Cowlitz River - summer Chum salmon,"Salmon, chum (Columbia River ESU) Cowlitz River - summer",338,Cowlitz River,CMCOLsuCWZ,Oncorhynchus keta,Chum,summer,Extant,Independent,Threatened,NMFS,3,Chum salmon,Summer,8.09        ,8.9 Columbia River Chum Salmon,1,30315010206,,New Population added by Mari 20141211,2020/08/11 10:00,2015/04/20 04:20:00,,,2019/02/07 01:29:00
352,Interior Columbia,Steelhead (Snake River Basin DPS),Hells Canyon,Powder River - summer Steelhead,Steelhead (Snake River Basin DPS) Powder River - summer,352,Powder River,STSNRsuPOW,Oncorhynchus mykiss,Steelhead,summer,Extant,Independent,Threatened,NMFS,2,Steelhead,Summer,,,1,,,Now includes Hells Canyon - summer Steelhead (PopID 87) - merged by Shanna Dunn NOAA Fisheries West Coast Region April 2016.  New Population 20150420.  MPG unofficial.,2020/08/11 10:00,2015/04/20 04:20:00,,2020/03/23 11:38:20,2020/03/23 11:38:00
398,Interior Columbia,"Salmon, Chinook (Upper Columbia River spring-run ESU--XN)",,Okanogan River - spring Chinook salmon - reintroduced,"Salmon, Chinook (Upper Columbia River spring-run ESU--XN) Okanogan River - spring",444,Okanogan River,CKUCXspOKA,Oncorhynchus tshawytscha,Chinook,spring,Reintroduced - 10(j) Designation,NA,Threatened,NMFS,2,Chinook salmon,Spring,,,1,30120040205,,New Population 20150420.  MPG unofficial.,2020/08/11 10:00,2015/04/20 04:20:00,,,2019/02/07 01:29:00
399,Interior Columbia,Steelhead (Middle Columbia River DPS--XN),,Upper Deschutes River - summer Steelhead - reintroduced,Steelhead (Middle Columbia River DPS--XN) Upper Deschutes River - summer,445,Upper Deschutes River,STMCXsuDRU,Oncorhynchus mykiss,Steelhead,summer,Reintroduced - 10(j) Designation,NA,Threatened,NMFS,3,Steelhead,Summer,,,1,,,New Population 20150420.  MPG unofficial.,2020/08/11 10:00,2015/04/20 04:20:00,,,2019/02/07 01:29:00
500,Willamette/Lower Columbia,,,Youngs Bay winter Steelhead,,,,,Oncorhynchus mykiss,Steelhead,,Extant,,Not listed,ODFW,3,Steelhead,Winter,,,1,30616020318,Oregon Department of Fish and Wildlife,http://map.critfc.org/flexviewers/lowercol_wist/,2020/08/11 10:00,2015/05/28 03:54:00,,,2019/02/14 03:09:00
501,Willamette/Lower Columbia,,,Big Creek winter Steelhead,,,,,Oncorhynchus mykiss,Steelhead,,Extant,,Not listed,ODFW,3,Steelhead,Winter,,,1,30616020319,Oregon Department of Fish and Wildlife,http://map.critfc.org/flexviewers/lowercol_wist/,2020/08/11 10:00,2015/05/28 03:54:00,,,2019/02/14 03:06:00
502,Willamette/Lower Columbia,,,Clatskanie River winter Steelhead,,,,,Oncorhynchus mykiss,Steelhead,,Extant,,Not listed,ODFW,3,Steelhead,Winter,,,1,30616020320,Oregon Department of Fish and Wildlife,http://map.critfc.org/flexviewers/lowercol_wist/,2020/08/11 10:00,2015/05/28 03:54:00,,,2019/02/14 03:07:00
503,Willamette/Lower Columbia,,,Scappoose Creek winter Steelhead,,,,,Oncorhynchus mykiss,Steelhead,,Extant,,Not listed,ODFW,3,Steelhead,Winter,,,1,30616020321,Oregon Department of Fish and Wildlife,http://map.critfc.org/flexviewers/lowercol_wist/,2020/08/11 10:00,2015/05/28 03:54:00,,,2019/02/14 03:10:00
504,Interior Columbia,,,North Fork John Day spring Chinook salmon,,,,,Oncorhynchus tshawytscha,Chinook,spring,Extant,,Not listed,ODFW,3,Chinook salmon,Spring,,,1,30118040309,Oregon Department of Fish and Wildlife,http://map.critfc.org/flexviewers/MidCol_SpSuCh/,2020/08/11 10:00,2016/03/25 02:35:00,,,2019/02/14 03:10:00
505,Interior Columbia,,,Middle Fork John Day spring Chinook salmon,,,,,Oncorhynchus tshawytscha,Chinook,spring,Extant,,Not listed,ODFW,3,Chinook salmon,Spring,,,1,30118040310,Oregon Department of Fish and Wildlife,http://map.critfc.org/flexviewers/MidCol_SpSuCh/,2020/08/11 10:00,2016/03/25 02:35:00,,,2019/02/14 03:10:00
506,Interior Columbia,,,Upper John Day spring Chinook salmon,,,,,Oncorhynchus tshawytscha,Chinook,spring,Extant,,Not listed,ODFW,3,Chinook salmon,Spring,,,1,30118040311,Oregon Department of Fish and Wildlife,http://map.critfc.org/flexviewers/MidCol_SpSuCh/,2020/08/11 10:00,2016/03/25 02:35:00,,,2019/02/14 03:10:00
507,Interior Columbia,,,Upper Yakima River spring Chinook salmon,,,,,Oncorhynchus tshawytscha,Chinook,spring,Extant,,Not listed,CRITFC,3,Chinook salmon,Spring,,,1,30118040315,Columbia River Inter-Tribal Fish Commission,Added by Denise Kelsey (CRITFC).  Upper Yakima River Spring Chinook - http://www.critfc.org/fish-and-watersheds/fishery-science/data-resources-for-scientists/columbia-basin-salmon-and-steelhead-crosswalk-project/,2020/08/11 10:00,2016/07/25 02:39:00,,,2019/02/14 03:10:00
508,Interior Columbia,,,Granite Creek John Day spring Chinook salmon,,,,,Oncorhynchus tshawytscha,Chinook,spring,Extant,NA,Not listed,NMFS,3,Chinook salmon,Spring,,,1,30118040308,Columbia River Inter-Tribal Fish Commission,"Middle Columbia River spring-run Chinook ESU, which NMFS concluded did not merit protection under ESA at the time of their review in 1995.  Named by SBP/CBFWA - Considered a separate population from the NF John Day population.",2020/08/11 10:00,2016/08/12 10:28:00,,,2019/02/14 03:10:00
509,Interior Columbia,,,Entiat River summer/fall late-run Chinook salmon,,,,,Oncorhynchus tshawytscha,Chinook,Summer/fall,Extant,NA,Not listed,HSRG,3,Chinook salmon,Summer/fall,,,1,,Columbia River Inter-Tribal Fish Commission,"HSRG ID 678 - Summer/fall Chinook are not native to this system, but are part of the Upper Columbia River summer/fall-run Chinook ESU, descendants of fish formerly released by the Entiat NFH.  NMFS concluded did not merit protection under ESA in 1995.",2020/08/11 10:00,2016/08/12 10:37:00,,2020/03/03 09:41:04,2020/03/03 09:41:00
510,Interior Columbia,,,Methow River summer Chinook salmon,,,,,Oncorhynchus tshawytscha,Chinook,Summer,Extant,NA,Not listed,WDFW,3,Chinook salmon,Summer,,,1,,Washington Department of Fish and Wildlife,"WDFW - SASISK #1832.  Considered healthy & does not warrant ESA listing. HSRG reported this population is part of the Upper Columbia River summer/fall-run Chinook ESU, which NMFS concluded did not merit protection under ESA in 1995.",2020/08/11 10:00,2016/08/12 11:01:00,,,2019/02/14 03:10:00
511,Interior Columbia,,,Okanogan River summer/fall Chinook salmon,,,,,Oncorhynchus tshawytscha,Chinook,Summer/fall,Extant,NA,Not listed,CCT-WDFW,3,Chinook salmon,Summer,,,1,,Washington Department of Fish and Wildlife,"Naturally spawning in Columbia Basin upstream of & incl Yakima R to Can. border. WDFW  SASISK #1864 (Okanogan Summer Chinook).  Healthy. HSRG says part of Upper Columbia R summer/fall-run Chinook ESU, which NMFS did not merit protection under ESA in 1995.",2020/08/11 10:00,2016/08/12 11:08:00,,,2019/02/14 03:10:00
512,Interior Columbia,,,Wenatchee River summer Chinook salmon,,,,,Oncorhynchus tshawytscha,Chinook,Summer,Extant,NA,Not listed,WDFW,3,Chinook salmon,Summer,,,1,,Washington Department of Fish and Wildlife,"WDFW SASISK #1768.  Considered healthy and does not warrant listing under ESA.  HSRG reported that this population is part of the Upper Columbia River summer/fall-run Chinook ESU, which NMFS concluded did not merit protection under ESA in 1995.",2020/08/11 10:00,2016/08/12 11:35:00,,,2019/02/14 03:10:00
513,Interior Columbia,,,Walla Walla spring Chinook salmon,,,,,Oncorhynchus tshawytscha,Chinook,Spring,Extant,,Not listed,CTUIR,3,Chinook salmon,Spring,,,1,30118040315,Confederated Tribes of the Umatilla Indian Reservation,,2020/08/11 10:00,2017/06/09 03:04:00,,2020/03/03 09:41:06,2020/03/03 09:41:00
514,Interior Columbia,,,Deschutes River fall Chinook salmon,,,,,Oncorhynchus tshawytscha,Chinook,Fall,Extant,,Not listed,PSMFC,3,Chinook salmon,Fall,,,1,,Pacific States Marine Fisheries Commission,This population was added to capture Fish Passage Center SAR data.,2020/08/11 10:00,2017/11/21 04:00:00,,,2019/02/14 03:10:00
515,Interior Columbia,,,Hanford reach fall Chinook salmon,,,,,Oncorhynchus tshawytscha,Chinook,Fall,Extant,,Not listed,PSMFC,3,Chinook salmon,Fall,,,1,,Pacific States Marine Fisheries Commission,This population was added to capture Fish Passage Center SAR data.,2020/08/11 10:00,2017/11/21 04:00:00,,,2019/02/14 03:10:00
516,Interior Columbia,,,Okanogan River - summer Sockeye salmon,,,,,Oncorhynchus nerka,Sockeye,Summer,Extant,,Not listed,PSMFC,3,Sockeye salmon,Summer,,,1,,Pacific States Marine Fisheries Commission,This population was added to capture Fish Passage Center SAR data.,2020/08/11 10:00,2017/11/21 04:00:00,,,2019/02/13 09:55:00
517,Interior Columbia,,,Naches River spring Chinook salmon,,,,,Oncorhynchus tshawytscha,Chinook,Spring,Extant,,Not listed,CTBYIN,3,Chinook salmon,Spring,,,1,,Confederated Tribes and Bands of the Yakama Indian Nation,"Naches River and its tributaries above the confluence with the Yakima River, excluding the American River.",2020/08/11 10:00,2018/04/25 11:28:00,,,2019/02/14 03:11:00
518,Interior Columbia,,,American River spring Chinook salmon,,,,,Oncorhynchus tshawytscha,Chinook,Spring,Extant,,Not listed,CTBYIN,3,Chinook salmon,Spring,,,1,,Confederated Tribes and Bands of the Yakama Indian Nation,"Mainstem American River and its tributaries only, above the confluence with the Bumping River.",2020/08/11 10:00,2018/04/25 11:28:00,,,2019/02/14 03:11:00
519,Interior Columbia,,,Wenatchee River - summer Sockeye salmon,,,,,Oncorhynchus nerka,Sockeye,Summer,Extant,,Not listed,PSMFC,3,Sockeye salmon,Summer,,,1,,Pacific States Marine Fisheries Commission,This population was added to capture Fish Passage Center SAR data.,2020/08/11 10:00,2018/12/05 02:35:00,,,2019/02/13 09:56:00
532,Willamette/Lower Columbia,,,Grays/Chinook winter Steelhead,,,,,Oncorhynchus mykiss,Steelhead,,Extant,,Not listed,NMFS/PSMFC,3,Steelhead,Winter,,,1,,NMFS/PSMFC,"Listed in the Columbia Basin Partnership Task Force Lower Columbia group, Appendix A (Provisional Quantitative Goals Summary by Stock) of MAFAC CBP Task Force Recommendation Report 3-29-19.  But it is not defined.",2020/08/11 10:00,2020/01/13 01:40:00,2020/01/13 01:41:34,2020/06/17 10:00:24,2020/06/17 10:00:00
533,Willamette/Lower Columbia,,,Elochoman/Skamokawa winter Steelhead,,,,,Oncorhynchus mykiss,Steelhead,,Extant,,Not listed,NMFS/PSMFC,3,Steelhead,Winter,,,1,,NMFS/PSMFC,"Listed in the Columbia Basin Partnership Task Force Lower Columbia group, Appendix A (Provisional Quantitative Goals Summary by Stock) of MAFAC CBP Task Force Recommendation Report 3-29-19.  But it is not defined.",2020/08/11 10:00,2020/01/13 01:40:00,2020/01/13 01:44:41,2020/06/17 10:00:24,2020/06/17 10:00:00
534,Willamette/Lower Columbia,,,Mill/Abernathy/Germany winter Steelhead,,,,,Oncorhynchus mykiss,Steelhead,,Extant,,Not listed,NMFS/PSMFC,3,Steelhead,Winter,,,1,,NMFS/PSMFC,"Listed in the Columbia Basin Partnership Task Force Lower Columbia group, Appendix A (Provisional Quantitative Goals Summary by Stock) of MAFAC CBP Task Force Recommendation Report 3-29-19.  But it is not defined.",2020/08/11 10:00,2020/01/13 01:40:00,2020/01/13 01:47:04,2020/06/17 10:00:24,2020/06/17 10:00:00
